-1	61	16	30	29	55	95	67	57	87	9	54	6	7	75	44	18	44	54	31	38	81	14	59	47	91	21	74	74	14	18	38	48	0	79	47	64	25	54	53	0	4	29	88	45	43	11	77	61	47	82	87	49	8	90	11	45	71	13	14	16	87	29	43	13	89	65	5	64	52	7	83	0	32	13	31	37	37	64	17	38	62	70	26	31	67	42	53	75	78	30	43	83	13	31	42	93	90	59	63
61	-1	50	44	74	22	70	10	91	77	42	39	62	16	38	86	81	8	64	19	26	47	42	94	29	66	80	98	19	97	97	51	78	20	27	43	14	0	83	23	34	60	20	33	97	38	56	30	89	69	23	17	3	2	45	75	16	20	4	33	45	22	49	63	88	92	72	40	15	77	93	72	30	43	71	56	72	45	71	88	11	3	91	23	42	62	1	34	29	69	4	37	81	80	79	44	40	8	49	9
16	50	-1	8	54	72	54	69	18	10	43	76	2	34	29	53	81	75	62	46	13	5	39	40	15	61	3	3	97	22	49	37	37	50	67	9	94	82	90	63	37	62	93	73	12	5	25	82	78	64	93	8	34	7	43	93	48	96	84	0	12	69	1	14	28	55	66	85	75	63	52	98	64	80	60	33	70	92	95	31	38	4	10	93	45	18	33	52	1	3	93	7	49	13	55	59	90	26	99	41
30	44	8	-1	64	53	39	92	53	90	78	75	44	24	71	23	59	1	67	30	9	38	12	90	52	13	40	67	1	49	75	42	86	18	41	45	18	29	60	96	57	65	97	35	89	59	0	21	0	45	26	53	38	14	1	91	33	66	86	14	62	74	45	85	56	18	10	57	13	77	50	10	51	18	53	73	70	96	68	0	20	62	30	45	31	16	61	83	77	25	16	84	62	29	6	44	68	13	52	2
29	74	54	64	-1	92	79	11	31	90	25	66	83	27	32	34	54	37	93	8	20	42	45	51	95	82	11	59	45	43	58	13	28	86	74	55	61	38	35	80	13	88	64	49	49	53	30	14	12	11	94	92	27	64	61	3	34	0	58	3	64	50	97	16	29	70	71	85	83	83	4	10	71	16	93	59	14	0	23	73	97	58	61	69	77	45	38	27	98	61	95	64	83	54	77	70	91	99	16	46
55	22	72	53	92	-1	26	26	71	97	92	44	40	62	77	15	32	40	94	82	88	59	94	25	43	35	2	4	54	56	36	92	71	71	92	17	26	71	27	90	37	8	83	80	27	23	12	97	17	66	54	38	35	10	98	1	45	95	38	55	7	3	80	40	48	11	62	13	9	29	91	91	43	57	40	56	13	32	21	71	52	84	20	16	36	23	3	12	37	7	54	7	20	67	51	6	60	67	18	5
95	70	54	39	79	26	-1	80	67	0	45	3	84	38	36	67	40	1	7	21	11	74	51	23	3	53	57	0	11	58	48	36	5	56	53	54	2	26	77	0	65	64	94	81	80	57	39	58	27	45	47	43	71	12	57	79	32	64	30	75	6	57	91	85	48	79	37	8	8	90	15	42	30	82	49	73	18	16	93	84	1	57	58	20	34	48	90	12	68	11	84	72	9	6	49	13	7	10	85	92
67	10	69	92	11	26	80	-1	57	62	92	78	3	32	78	33	28	52	16	8	11	9	20	10	94	35	32	62	69	31	20	98	31	93	24	47	5	15	81	52	85	85	51	93	0	86	95	12	76	5	23	36	92	3	30	28	61	17	2	19	45	44	0	13	76	44	23	71	30	13	94	25	8	48	43	24	68	55	93	24	87	45	50	9	30	78	35	67	87	5	89	86	30	13	88	10	72	54	0	35
57	91	18	53	31	71	67	57	-1	19	87	14	73	48	82	64	30	76	50	94	42	82	8	8	23	62	21	93	45	4	74	14	43	82	23	5	19	23	46	19	93	60	18	32	41	95	64	29	70	25	75	22	9	41	72	67	75	88	22	43	84	6	91	16	62	6	78	30	36	87	48	54	53	23	49	22	50	91	63	79	26	91	44	9	88	99	44	54	32	12	45	30	3	35	64	60	21	7	33	3
87	77	10	90	90	97	0	62	19	-1	78	75	5	98	69	20	63	74	1	35	97	88	42	73	18	15	21	53	86	88	34	21	21	22	46	10	17	75	66	59	49	68	65	82	3	2	41	81	95	26	15	25	19	26	82	94	76	83	31	7	52	26	1	66	74	74	28	67	92	9	79	8	68	33	22	39	34	56	50	58	67	45	95	6	37	23	24	6	97	11	30	39	62	52	92	86	66	7	6	33
9	42	43	78	25	92	45	92	87	78	-1	69	25	88	97	15	66	11	89	69	62	20	62	50	11	4	63	47	69	74	29	88	60	67	83	93	74	63	48	69	22	86	24	21	98	87	9	32	98	85	90	70	62	96	13	44	49	91	22	94	37	3	9	12	71	92	51	99	53	76	22	62	21	34	66	90	57	90	54	28	70	65	43	19	80	53	24	88	58	10	90	61	30	14	10	66	21	51	72	55
54	39	76	75	66	44	3	78	14	75	69	-1	62	4	67	56	76	38	33	82	49	8	52	53	90	50	43	76	79	32	4	98	97	94	9	85	55	27	22	60	0	2	53	24	59	93	48	36	0	72	33	94	17	53	72	10	26	43	60	56	64	95	92	21	66	35	45	89	20	99	0	41	7	59	75	54	97	16	88	35	63	98	91	67	12	59	71	75	20	9	35	44	92	4	4	27	34	96	91	48
6	62	2	44	83	40	84	3	73	5	25	62	-1	56	56	25	31	82	55	0	94	45	83	24	32	20	88	74	60	33	37	74	55	19	49	15	15	13	41	27	11	82	46	1	77	66	64	90	92	51	37	18	39	53	48	14	75	68	77	43	45	82	54	71	65	48	11	0	0	40	27	14	32	70	26	57	42	97	14	13	15	5	86	11	0	19	67	41	23	29	29	16	39	49	29	44	31	91	18	24
7	16	34	24	27	62	38	32	48	98	88	4	56	-1	64	37	91	18	71	34	29	39	97	39	38	75	44	2	53	39	94	4	59	65	23	59	44	69	52	28	65	10	18	7	18	52	8	41	42	48	13	4	12	49	49	46	46	78	5	90	33	57	69	53	6	90	5	75	74	56	60	47	98	5	86	73	74	15	9	95	89	49	64	53	36	30	44	85	93	34	82	58	52	57	42	52	75	53	5	17
75	38	29	71	32	77	36	78	82	69	97	67	56	64	-1	76	54	4	29	74	74	60	36	56	57	69	21	65	7	76	58	24	36	80	6	67	82	99	14	89	30	70	7	54	47	9	28	85	38	24	80	49	0	46	14	82	12	99	12	88	81	13	2	46	9	42	47	1	12	43	88	10	58	46	50	36	62	30	63	11	71	97	94	19	53	47	2	67	13	25	44	45	57	34	96	32	92	72	47	16
44	86	53	23	34	15	67	33	64	20	15	56	25	37	76	-1	40	2	49	49	26	14	62	4	50	99	17	64	30	19	95	73	64	24	12	3	12	22	20	97	31	0	10	10	58	48	1	85	89	29	66	86	67	16	34	57	24	92	87	1	52	5	92	61	22	72	35	68	35	67	38	14	10	12	60	62	74	0	30	14	97	34	78	72	20	59	43	51	74	73	50	3	3	13	66	4	5	20	34	47
18	81	81	59	54	32	40	28	30	63	66	76	31	91	54	40	-1	61	18	77	34	49	69	91	12	80	52	79	71	63	0	97	71	30	7	53	73	3	71	75	68	78	94	82	20	21	66	50	98	21	30	21	43	0	50	99	42	0	75	38	10	1	27	31	25	50	9	50	36	8	73	49	39	12	65	20	72	88	24	50	21	32	76	96	84	98	29	79	18	78	84	95	45	32	89	41	50	92	29	92
44	8	75	1	37	40	1	52	76	74	11	38	82	18	4	2	61	-1	98	65	44	38	51	44	12	41	45	28	5	80	73	41	6	35	90	61	5	90	61	30	44	1	36	91	32	11	46	86	25	88	6	44	82	71	4	69	19	67	51	0	20	61	88	7	35	75	43	27	62	53	27	36	12	79	2	66	90	51	48	72	41	3	74	61	79	41	65	47	6	92	52	41	8	99	40	6	40	69	57	5
54	64	62	67	93	94	7	16	50	1	89	33	55	71	29	49	18	98	-1	55	70	21	41	0	32	64	63	21	22	88	15	22	90	66	39	29	43	85	20	17	21	16	44	89	25	18	54	96	28	83	57	18	67	30	94	54	2	3	88	76	91	86	45	63	36	27	5	43	28	52	60	12	27	90	56	42	56	32	58	31	90	44	2	0	66	88	3	80	42	56	59	90	98	75	19	73	49	25	5	98
31	19	46	30	8	82	21	8	94	35	69	82	0	34	74	49	77	65	55	-1	87	67	34	97	39	0	3	11	87	43	99	12	7	95	52	24	77	57	25	70	7	24	49	95	67	33	17	74	60	20	51	5	55	35	8	69	46	84	41	28	0	16	32	45	68	0	58	71	20	45	66	72	82	17	40	62	26	59	50	13	47	61	85	16	46	96	67	96	41	37	27	71	5	4	12	7	34	45	0	88
38	26	13	9	20	88	11	11	42	97	62	49	94	29	74	26	34	44	70	87	-1	69	35	19	72	29	12	14	70	61	60	5	15	97	4	72	37	12	68	55	12	74	95	21	39	5	49	50	8	9	73	89	24	19	51	26	13	61	48	64	92	85	70	9	43	78	64	24	77	18	25	51	52	41	26	7	58	82	12	84	66	30	33	93	93	87	39	55	27	34	37	30	11	49	92	16	97	48	75	36
81	47	5	38	42	59	74	9	82	88	20	8	45	39	60	14	49	38	21	67	69	-1	19	57	94	67	88	95	69	49	6	7	32	88	16	81	73	1	52	22	85	14	0	79	2	64	66	61	67	26	30	82	94	59	23	77	74	66	12	76	76	57	71	88	98	98	43	38	38	0	13	61	43	82	58	40	45	11	10	39	63	22	98	23	19	88	41	41	92	6	42	79	94	91	23	22	62	61	34	35
14	42	39	12	45	94	51	20	8	42	62	52	83	97	36	62	69	51	41	34	35	19	-1	13	77	82	89	5	68	83	54	33	29	8	87	96	35	16	68	34	87	67	6	73	19	33	32	63	86	23	93	63	16	65	57	75	53	8	38	79	95	47	45	13	15	48	93	67	39	68	65	78	23	7	35	37	0	38	10	47	98	47	80	85	97	0	48	73	38	82	8	3	10	78	50	52	79	84	61	37
59	94	40	90	51	25	23	10	8	73	50	53	24	39	56	4	91	44	0	97	19	57	13	-1	56	13	47	41	46	82	25	26	27	81	73	83	81	41	96	34	54	33	66	45	14	29	6	83	17	41	61	0	18	98	56	13	7	36	83	89	71	39	64	49	17	51	16	56	86	0	52	48	14	32	38	44	37	61	24	51	33	61	5	80	43	98	82	66	70	14	57	1	0	9	15	58	88	37	69	4
47	29	15	52	95	43	3	94	23	18	11	90	32	38	57	50	12	12	32	39	72	94	77	56	-1	84	71	47	20	56	29	56	97	67	20	25	53	75	52	36	0	0	25	85	77	69	9	76	49	66	76	24	45	56	71	94	44	16	79	78	58	7	23	97	87	27	75	69	60	66	81	61	98	41	3	75	99	96	91	92	83	2	67	52	69	62	4	26	21	71	81	82	60	79	13	55	67	82	23	52
91	66	61	13	82	35	53	35	62	15	4	50	20	75	69	99	80	41	64	0	29	67	82	13	84	-1	2	74	60	85	98	12	97	79	54	44	76	63	60	33	83	25	98	11	10	36	89	75	48	96	25	14	53	18	85	44	28	84	31	64	54	87	4	59	3	16	48	75	99	28	87	91	40	29	88	52	5	11	6	27	64	47	78	67	33	55	45	3	80	74	7	85	20	16	16	68	76	2	14	9
21	80	3	40	11	2	57	32	21	21	63	43	88	44	21	17	52	45	63	3	12	88	89	47	71	2	-1	8	12	88	62	48	6	80	62	3	67	70	42	54	67	25	2	86	30	93	85	77	55	9	78	71	14	66	26	52	69	79	42	82	57	2	53	98	91	24	78	89	83	63	28	40	27	36	28	20	46	19	24	37	29	69	11	61	63	79	10	32	18	55	80	71	69	9	84	92	69	27	39	12
74	98	3	67	59	4	0	62	93	53	47	76	74	2	65	64	79	28	21	11	14	95	5	41	47	74	8	-1	62	30	82	19	6	47	43	76	12	96	82	32	35	35	37	0	58	71	96	59	1	58	8	71	6	62	9	87	56	25	57	27	16	82	16	63	76	90	16	1	36	32	64	47	43	58	77	92	6	54	95	41	13	50	82	16	79	71	55	65	7	85	13	28	80	20	9	50	13	48	92	69
74	19	97	1	45	54	11	69	45	86	69	79	60	53	7	30	71	5	22	87	70	69	68	46	20	60	12	62	-1	35	59	86	64	77	0	27	92	50	83	19	92	24	8	36	94	77	90	92	37	49	23	82	30	38	90	79	18	41	37	8	95	86	35	48	72	52	72	99	0	10	11	67	91	26	10	32	94	24	40	27	55	34	61	70	72	92	57	80	40	93	7	64	5	83	82	42	2	56	96	67
14	97	22	49	43	56	58	31	4	88	74	32	33	39	76	19	63	80	88	43	61	49	83	82	56	85	88	30	35	-1	75	66	92	32	81	12	62	18	72	62	56	21	68	26	92	97	37	44	6	28	30	95	75	80	14	36	38	84	87	31	88	65	63	43	78	42	79	77	30	21	50	46	56	33	87	6	84	84	4	7	75	56	70	89	77	14	27	82	48	65	42	3	73	86	70	48	71	22	20	37
18	97	49	75	58	36	48	20	74	34	29	4	37	94	58	95	0	73	15	99	60	6	54	25	29	98	62	82	59	75	-1	16	59	27	82	35	87	88	4	0	79	25	38	95	78	63	61	50	85	77	30	65	40	81	22	16	16	42	7	84	79	22	93	44	85	32	74	87	62	28	57	52	1	23	1	79	95	12	11	37	18	76	28	86	24	46	32	90	2	84	43	26	15	74	93	80	47	84	8	50
